Z_COE,T_COE,NIVEL_AE_COE,Z_INFO,T_INFO,NIVEL_AE_INFO,Z_TE,T_TE,NIVEL_AE_TE,AE_Total,T,Nivel_AE_TOTAL,O,C,E,A,N,GENERO,CARRERA,EDAD,CIUDAD,CIVIL,HIJOS,VIVES,NUM_HIJO,PREPA,MOD_PREPA,INGRESOS,HA_TRABAJO,TRABAJO_ACTUAL,PAPAS_TRABAJO,PAPAS_NEGOCIO,COMPU,INTERNET,FORM_LABORAL,BUENAS_RELACIONES,COMPROMISO_TIEMPO,ESCUCHAR_SUGERENCIAS,COLABORAR_AREAS,RESPETAR_DIFERENTES,REALIZAR_CARGA,DISTANCIA_DISTRACCION,ESCUCHAR_DESACUERDO,COMUNICAR_INCONFORMIDADES,COLABORAR_URGENTE,PERSONAS_DIFERENTES,DISTANCIA_TIEMPO,APERTURA_CONFLICTOS,CLIMA_PRESION,PARTICIPAR_PLANIFICACION,RESPETAR_TIEMPOS,RELACION_DESAGRADO,INTEGRARME_EQUIPO,CONFIAR_COMPAÑEROS,INTEGRAR_IDEAS,ESCUCHAR_PTO_DISTINTO,IDENTIFICAR_MITURNO,IDEAS_ENTENDIBLE_IDIOMA,SIN_MALASPALABRAS,PERDERSE_DISCURSO_HABLAR,ORGANIZAR_IDEAS,MULETILLAS_HABLAR,BARBARISMOS_HABLAR,REDUNDANTE_PUBLICO,EXPONER_SINAPOYO,CONTACTO_VISUAL,EXPRESION_SEGURIDAD,POSTURA_ADECUADA,VELOCIDAD_HABLA,VOLUMEN_VOZ,REDACTAR_REMITENTE,ERROR_GRAMATICAL,ESCRIB_ENTENDIBLE_IDEAS,ESCRIB_ORDEN_SECUENCIA,SIN_AUTOCORRECTOR,SIN_TECNICISMOS,CORREO_CONDENSADO,ORTOGRAF_TIC,ASPECTO_VIDEO,RESPONDER_ATIEMPO_TIC,BUSQUEDA_PROFUNDA,PREGUNTAS_PERSONAS,TERMINOS_CLAROS,CONOCER_FUENTES,BUSQUEDA_ESPECIALIZADA,ALMACENAR_INFORMACION,APLICACIONES_VISUALIZAR,ADAPTAR_BUSQUEDA,UTILIZAR_BUSCADORES,COMPARAR_INFORMACION,CONFIRMAR_INFORMACION,VALIDAR_REMITENTE,VALIDAR_AUTOR,ORDEN_FUENTES,IDENTIFICAR_ORGANIZAR,CLASIFICAR_CARPETAS,DIFERENTES_SITIOS,DESARROLLAR_PRESENTACIONES,USO_PARAFRASIS,INCORPORAR_INFORMACION
0.250503423,52.50503423,AE_Normal_COE,-0.64702788,43.5297212,AE_Norm_INFO,0.178612717,51.78612717,AE_NORM_TE,-0.053295434,49.46704566,AE_Normal,50,35,20,40,20,F,Medicina,22,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,si,si,si,si,Buenas,si,9,10,10,10,9,9,8,10,8,9,10,9,10,10,10,10,10,9,8,8,9,9,9,9,9,9,8,10,10,10,9,8,9,8,9,9,9,9,9,10,9,9,10,10,10,5,9,9,8,9,9,9,9,7,8,8,8,9,8,8,8,9,10,9,9
1.096254531,60.96254531,AE_Alta_COE,1.036296686,60.36296686,AE_Alta_INFO,0.987861272,59.87861272,AE_NORM_TE,1.136969266,61.36969266,AE_Alta,15,90,20,80,99,F,Medicina,23,CDMX,Soltero,No,Solo,Unico,Publica,Escolarizada,menos4000,No,No,si,si,si,Buenas,No,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.774063633,57.74063633,AE_Normal_COE,0.773277223,57.73277223,AE_Norm_INFO,0.872254335,58.72254335,AE_NORM_TE,0.870492095,58.70492095,AE_Normal,75,5,50,90,99,F,Medicina,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,No,si,si,Buenas,No,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,8,9,10,9,10,10,10,10,10,10,9,10,9,9,10,10,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,9,10,9,10
-0.474426097,45.25573903,AE_Normal_COE,0.668069437,56.68069437,AE_Norm_INFO,0.698843931,56.98843931,AE_NORM_TE,0.230946882,52.30946882,AE_Normal,99,99,30,5,55,F,Medicina,24,Guerrero,Soltero,No,Solo,menor,Publica,Escolarizada,4500a9000,No,No,No,No,si,Buenas,si,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,8,9,8,9,8,10,10,8,8,9,9,9,9,6,8,6,6,8,10,9,9,8,8,10,8,8,10,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.451872735,54.51872735,AE_Normal_COE,0.562861652,55.62861652,AE_Norm_INFO,0.525433526,55.25433526,AE_NORM_TE,0.550719488,55.50719488,AE_Normal,30,80,80,40,55,M,Medicina,22,Oaxaca,Soltero,No,Solo,Unico,Publica,Escolarizada,menos4000,No,No,si,si,si,Buenas,si,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,9,8,10,7,10,10,9,10,10,10,9,8,10,10,10,10,9,9,9,9,9,8,8,10,10,9,9,10,9,10,9,10,9,9,10,10,10,10,8,10,9,10,8,9,10,10,10,10,10,10
0.612968184,56.12968184,AE_Normal_COE,0.931088901,59.31088901,AE_Norm_INFO,0.005202312,50.05202312,AE_NORM_TE,0.586249778,55.86249778,AE_Normal,25,50,30,15,85,F,Medicina,28,CDMX,Soltero,No,Padres,Mayor,Privada,Escolarizada,30000a40000,si,si,si,No,si,Buenas,No,10,10,7,7,10,8,10,10,10,10,10,8,8,9,8,10,8,10,10,10,10,8,10,10,8,8,9,10,9,10,10,10,10,8,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10
-0.957712445,40.42287555,AE_Normal_COE,-1.383482378,36.16517622,AE_Baja_INFO,-1.035260116,39.64739884,AE_BAJA_TE,-1.208029845,37.91970155,AE_Baja,85,60,95,55,95,M,Medicina,28,CDMX,Soltero,No,Pareja,menor,Publica,Escolarizada,10000a18000,si,si,si,si,si,Buenas,No,8,9,9,9,8,8,8,9,8,8,9,9,9,9,9,8,9,8,3,8,8,8,9,8,9,8,7,8,7,8,7,9,8,8,8,8,9,8,8,7,9,7,7,9,7,9,8,9,9,7,8,7,8,7,8,7,8,7,7,7,8,8,7,8,7
-0.595247684,44.04752316,AE_Normal_COE,0.510257759,55.10257759,AE_Norm_INFO,-1.324277457,36.75722543,AE_BAJA_TE,-0.497424054,45.02575946,AE_Normal,40,80,95,70,20,F,Medicina,23,Mexico,Soltero,No,Padres,menor,Privada,Escolarizada,45000a50000,No,No,si,No,si,Buenas,si,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,8,9,9,8,8,8,8,8,8,8,8,8,8,10,8,8,10,10,10,10,9,10,9,10,10,9,9,9,10,10,10,10,10,10,10,10,9,8,8
0.411598872,54.11598872,AE_Normal_COE,0.983692793,59.83692793,AE_Norm_INFO,0.294219653,52.94219653,AE_NORM_TE,0.604014923,56.04014923,AE_Normal,85,35,90,70,40,F,Medicina,24,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,No,si,si,Buenas,No,5,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,8,9,8,10,10,10,7,7,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10
-0.434152235,45.65847765,AE_Normal_COE,-1.067859022,39.32140978,AE_Baja_INFO,-1.093063584,39.06936416,AE_BAJA_TE,-0.888257239,41.11742761,AE_Normal,30,10,80,90,10,F,Medicina,23,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,si,si,No,si,Regulares,No,8,8,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0.492146597,54.92146597,AE_Normal_COE,0.773277223,57.73277223,AE_Norm_INFO,0.525433526,55.25433526,AE_NORM_TE,0.639545212,56.39545212,AE_Normal,95,80,80,5,70,F,Medicina,22,Mexico,Soltero,No,Padres,Mayor,Publica ,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,10,10,9,10,8,10,9,9,9,9,10,10,10,9,9,9,10,9,9,9,9,10,9,10,10,10,9,10,10,10,10,9,10,10,9,10,10,10,10,10,10,9,9
-0.377190542,46.22809458,AE_Normal_COE,-0.677813736,43.22186264,AE_Norm_INFO,-0.455504587,45.44495413,AE_NORM_TE,-0.55,44.5,AE_Normal,99,45,5,75,85,F,Optometria,24,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,8,9,8,8,8,7,7,8,8,9,8,8,7,7,8,8,7,8,8,8,9,9,8,9,7,7,8,10,7,7,7,7,6,7,5,5,8,7,7,8,7,5,6,7,6,3,8,7,5,8,7,9,7,6,8,8,9,10,6,8,5,8,6,5,6
-0.877885953,41.22114047,AE_Normal_COE,-0.282272564,47.17727436,AE_Norm_INFO,-0.960091743,40.39908257,AE_NORM_TE,-0.783766234,42.16233766,AE_Normal,99,85,5,55,45,M,Optometria,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,si,No,si,No,si,Regulares,si,6,7,8,7,8,7,7,7,7,8,8,8,7,8,7,7,8,7,6,8,7,6,7,8,5,5,5,6,6,5,6,5,5,6,8,5,7,6,7,7,7,9,8,9,6,7,8,7,8,7,7,8,8,7,8,7,8,8,8,8,8,7,7,7,7
-0.126842837,48.73157163,AE_Normal_COE,-0.210355987,47.89644013,AE_Norm_INFO,-1.005963303,39.94036697,AE_BAJA_TE,-0.42012987,45.7987013,AE_Normal,95,25,10,50,55,F,Optometria,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Regulares,No,8,9,9,7,10,8,7,9,7,6,5,7,6,7,5,8,7,8,5,7,9,7,7,10,7,7,5,9,8,8,8,8,7,5,8,7,7,7,7,7,6,8,8,10,8,8,9,9,9,7,9,9,8,6,7,8,8,8,6,8,7,8,6,5,7
-0.794436718,42.05563282,AE_Normal_COE,0.221143474,52.21143474,AE_Norm_INFO,-0.822477064,41.77522936,AE_NORM_TE,-0.524025974,44.75974026,AE_Normal,99,60,10,5,85,F,Optometria,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,No,No,si,No,si,Regulares,si,4,10,6,8,10,9,9,9,5,10,8,9,8,5,9,5,9,3,5,8,8,9,10,5,5,6,3,10,10,5,5,3,2,3,6,10,5,10,7,1,5,6,10,10,10,9,10,5,5,9,9,6,7,10,10,10,10,9,6,8,7,8,9,8,9
1.542141864,65.42141864,AE_Alta_COE,1.012225818,60.12225818,AE_Alta_INFO,1.516972477,65.16972477,AE_ALTA_TE,1.514935065,65.14935065,AE_Alta,40,5,5,90,90,F,Optometria,40,CDMX,Union_libre,si,Pareja,medio,Publica,Abierta,4500a9000,si,No,si,No,No,Regulares,si,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,9,9,7,9,10,10,9,9,10,9,8,8,10,10
-2.296522949,27.03477051,AE_Baja_COE,-1.504854369,34.95145631,AE_Baja_INFO,0.783027523,57.83027523,AE_NORM_TE,-1.394155844,36.05844156,AE_Baja,99,60,5,35,55,F,Optometria,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,10000a18000,No,No,si,si,si,Regulares,No,5,10,10,9,10,9,9,10,9,10,10,9,9,9,10,10,9,9,8,10,10,8,4,4,4,4,0,4,5,5,0,0,0,0,2,1,10,4,3,10,4,3,10,10,5,4,4,4,2,5,10,5,5,4,5,9,10,9,9,9,4,5,5,4,4
0.401668985,54.01668985,AE_Normal_COE,0.544768069,55.44768069,AE_Norm_INFO,-0.08853211,49.1146789,AE_NORM_TE,0.359090909,53.59090909,AE_Normal,99,20,25,5,45,M,Optometria,22,CDMX,Soltero,No,Padres,Unico,Publica,Escolarizada,4500a9000,No,No,si,si,si,Regulares,No,8,5,10,10,5,7,10,8,10,9,10,10,10,10,9,8,10,5,5,6,10,8,5,10,8,6,6,9,6,10,8,10,9,8,7,10,8,8,7,9,8,9,8,10,10,10,9,10,7,9,10,10,8,8,8,10,7,7,8,8,9,10,10,8,7
-0.488456189,45.11543811,AE_Normal_COE,-0.82164689,41.7835311,AE_Norm_INFO,0.507798165,55.07798165,AE_NORM_TE,-0.381168831,46.18831169,AE_Normal,99,60,20,85,45,F,Optometria,25,CDMX,Soltero,No,Padres,medio,Privada,Escolarizada,10000a18000,si,si,si,No,si,Regulares,si,10,10,10,8,10,7,5,10,10,7,10,7,10,10,10,10,9,9,6,10,10,6,7,10,5,5,5,10,10,5,8,7,8,8,8,8,5,6,7,5,6,5,5,10,6,5,10,10,7,6,6,5,6,7,7,7,7,5,7,6,6,6,6,6,10
1.291794159,62.91794159,AE_Alta_COE,1.443725279,64.43725279,AE_Alta_INFO,1.379357798,63.79357798,AE_ALTA_TE,1.514935065,65.14935065,AE_Alta,65,60,5,35,55,F,Optometria,24,Mexico,Soltero,No,Padres,menor,Privada,Escolarizada,10000a18000,No,No,si,si,si,Buenas,No,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,10,9,10,10,10,10,10,9,9,5,10,10,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.290403338,52.90403338,AE_Normal_COE,-0.030564545,49.69435455,AE_Norm_INFO,0.140825688,51.40825688,AE_NORM_TE,0.164285714,51.64285714,AE_Normal,99,80,10,20,99,F,Optometria,21,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,No,10,9,10,9,8,10,10,5,10,7,8,10,9,4,10,10,8,7,6,10,6,7,7,10,4,6,4,10,10,9,10,9,8,5,7,10,10,10,8,10,9,9,10,9,6,9,9,10,5,10,7,7,9,6,7,7,9,5,6,6,10,8,10,10,7
-0.265924896,47.34075104,AE_Normal_COE,-0.498022294,45.01977706,AE_Norm_INFO,-1.418807339,35.81192661,AE_BAJA_TE,-0.705844156,42.94155844,AE_Normal,99,65,25,20,55,M,Optometria,21,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,si,si,Buenas,No,7,8,8,8,7,7,8,6,7,8,7,7,8,6,7,5,4,6,6,6,4,7,6,4,7,6,7,6,8,7,8,8,9,7,7,6,8,9,8,8,8,9,9,9,8,6,8,6,7,8,8,9,8,7,8,5,8,6,6,6,8,8,8,6,8
0.874547983,58.74547983,AE_Normal_COE,0.904350953,59.04350953,AE_Norm_INFO,1.425229358,64.25229358,AE_ALTA_TE,1.138311688,61.38311688,AE_Alta,65,20,10,35,45,F,Optometria,28,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,No,No,si,No,si,Buenas,si,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,8,9,8,8,9,9,9,8,8,8,8,10,10,9,10,9,9,9,9,10,9,10,9,9,9,10,9,5,10,8,10,10,10,8,10,10,9,9,10,8,10
-0.043393602,49.56606398,AE_Normal_COE,0.652642934,56.52642934,AE_Norm_INFO,0.507798165,55.07798165,AE_NORM_TE,0.359090909,53.59090909,AE_Normal,99,60,20,65,95,F,Optometria,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,10000a18000,No,No,si,No,si,Buenas,si,8,10,9,9,9,9,9,9,9,10,9,9,9,9,9,9,7,8,9,9,9,9,8,10,7,7,7,7,7,8,6,6,8,7,10,8,6,7,7,7,7,8,8,9,8,7,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0.012239221,50.12239221,AE_Normal_COE,-0.605897159,43.94102841,AE_Norm_INFO,-1.510550459,34.89449541,AE_BAJA_TE,-0.640909091,43.59090909,AE_Normal,99,85,5,50,65,M,Optometria,23,CDMX,Soltero,No,Padres,medio,Publica,Escolarizada,10000a18000,No,No,si,No,si,Regulares,si,7,7,7,5,7,6,5,6,7,7,8,7,6,7,6,8,7,7,7,7,7,8,9,9,8,7,8,9,9,7,6,5,7,7,7,9,9,9,8,8,7,6,9,8,7,7,9,7,7,6,7,8,8,8,7,9,6,6,6,7,7,8,9,4,5
1.430876217,64.30876217,AE_Alta_COE,1.227975548,62.27975548,AE_Alta_INFO,0.874770642,58.74770642,AE_NORM_TE,1.359090909,63.59090909,AE_Alta,99,20,30,85,20,M,Optometria,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,10,9,8,9,9,9,9,9,9,9,9,9,10,9,10,10,10,10,9,10,9,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,9,9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10
1.403059805,64.03059805,AE_Alta_COE,0.688601223,56.88601223,AE_Norm_INFO,1.471100917,64.71100917,AE_ALTA_TE,1.32012987,63.2012987,AE_Alta,70,70,5,55,75,M,Optometria,34,CDMX,Divorciado,si,Solo,medio,Publica,Escolarizada,4500a9000,si,si,si,No,No,Regulares,si,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,5,5,10,10,10,8,10,10,9,10,10,8,9,10,10,7,8,9,9,10
0.540751043,55.40751043,AE_Normal_COE,0.436893204,54.36893204,AE_Norm_INFO,-0.455504587,45.44495413,AE_NORM_TE,0.281168831,52.81168831,AE_Normal,99,60,5,35,45,M,Optometria,23,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,si,si,si,No,Buenas,si,9,9,9,8,8,8,7,8,8,7,8,8,8,7,8,8,7,7,7,8,8,8,8,9,8,8,8,10,9,8,8,8,8,8,8,8,10,8,8,10,8,8,10,9,9,8,8,8,9,8,9,9,8,8,9,9,8,9,8,8,9,9,9,8,9
0.012239221,50.12239221,AE_Normal_COE,0.005393743,50.05393743,AE_Norm_INFO,-0.08853211,49.1146789,AE_NORM_TE,-0.017532468,49.82467532,AE_Normal,99,60,20,65,10,F,Optometria,21,Mexico,Soltero,No,Padres,medio,Publica,Escolarizada,4500a9000,si,No,No,si,si,Regulares,si,8,9,8,9,8,9,7,9,6,9,8,7,9,7,8,9,9,10,8,8,8,8,8,10,8,8,8,7,8,10,8,8,8,9,6,7,6,6,7,6,8,8,7,9,7,8,9,9,8,8,8,8,7,8,9,9,8,8,7,7,7,8,8,7,7
0.346036161,53.46036161,AE_Normal_COE,0.29306005,52.9306005,AE_Norm_INFO,0.140825688,51.40825688,AE_NORM_TE,0.307142857,53.07142857,AE_Normal,99,95,5,20,65,F,Optometria,21,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,No,si,si,Regulares,si,5,9,10,7,10,8,7,10,7,10,10,10,8,8,10,8,8,10,5,10,10,8,7,9,9,9,5,10,7,9,7,9,5,7,9,9,8,8,9,7,9,8,8,10,9,8,9,10,8,9,9,7,9,7,7,9,8,8,9,9,8,8,8,8,8
0.346036161,53.46036161,AE_Normal_COE,0.97626753,59.7626753,AE_Norm_INFO,0.599541284,55.99541284,AE_NORM_TE,0.683766234,56.83766234,AE_Normal,99,70,25,65,5,M,Optometria,23,CDMX,Soltero,No,Padres,medio,Publica,Escolarizada,menos4000,No,No,si,No,si,Malas,No,9,9,9,9,9,9,6,9,9,10,10,7,8,10,10,10,9,9,9,10,9,8,9,9,10,9,7,7,7,9,8,10,9,9,10,9,8,9,9,8,8,6,7,5,6,10,9,10,8,9,10,10,10,9,9,9,9,9,9,10,9,9,9,9,9
0.707649513,57.07649513,AE_Normal_COE,1.156058972,61.56058972,AE_Alta_INFO,0.094954128,50.94954128,AE_NORM_TE,0.774675325,57.74675325,AE_Normal,70,40,5,75,45,F,Optometria,24,CDMX,Soltero,No,Padres,medio,Publica,Escolarizada,menos4000,si,No,si,si,si,Buenas,si,10,9,9,9,10,5,8,9,9,9,9,9,9,9,8,9,8,8,4,9,9,8,10,10,8,7,7,10,10,10,7,9,8,7,9,9,9,9,9,7,8,10,9,10,9,9,9,9,9,9,10,10,10,10,9,10,10,10,10,10,10,10,10,7,9
0.040055633,50.40055633,AE_Normal_COE,1.19201726,61.9201726,AE_Alta_INFO,0.507798165,55.07798165,AE_NORM_TE,0.592857143,55.92857143,AE_Normal,99,70,5,75,99,F,Optometria,21,Mexico,Soltero,No,familiar,Mayor,Publica,Escolarizada,4500a9000,No,No,si,si,si,Buenas,No,6,9,10,10,10,7,7,10,6,9,10,10,8,9,10,10,10,9,8,10,10,9,5,5,6,8,7,10,10,7,2,4,5,4,6,10,10,10,10,10,10,10,9,8,9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,8,9,9
-0.627538248,43.72461752,AE_Normal_COE,-0.929521755,40.70478245,AE_Norm_INFO,-0.13440367,48.6559633,AE_NORM_TE,-0.666883117,43.33116883,AE_Normal,99,99,20,50,5,F,Optometria,32,Mexico,Union_libre,si,Padres,Mayor,Publica,Escolarizada,4500a9000,si,si,si,si,No,Regulares,si,8,10,8,10,10,10,6,6,6,10,10,10,10,10,10,6,6,6,6,6,6,10,10,10,6,6,4,8,6,6,10,6,6,5,5,8,6,6,6,6,6,6,6,6,10,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,6,6,4,4,4
0.540751043,55.40751043,AE_Normal_COE,0.904350953,59.04350953,AE_Norm_INFO,1.19587156,61.9587156,AE_ALTA_TE,0.917532468,59.17532468,AE_Normal,95,40,5,75,45,F,Optometria,24,Mexico,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,si,si,No,si,Regulares,si,9,10,9,10,10,9,10,10,10,10,10,10,9,10,10,10,9,10,9,9,9,9,9,9,9,8,8,10,9,9,9,9,9,8,10,10,8,10,10,5,5,5,5,10,10,9,9,8,7,8,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9
-1.32294854,36.7705146,AE_Baja_COE,-0.605897159,43.94102841,AE_Norm_INFO,-1.189449541,38.10550459,AE_BAJA_TE,-1.173376623,38.26623377,AE_Baja,99,20,10,85,75,F,Optometria,25,Mexico,Soltero,si,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,No,si,Buenas,si,10,7,6,5,10,8,6,8,5,6,8,7,6,8,5,7,8,7,7,7,8,8,8,8,4,4,4,8,5,4,4,5,4,5,4,5,7,7,6,5,5,5,6,8,8,8,7,7,5,8,6,6,6,7,7,8,8,7,7,8,7,8,7,7,7
0.206954103,52.06954103,AE_Normal_COE,-0.13843941,48.6156059,AE_Norm_INFO,0.507798165,55.07798165,AE_NORM_TE,0.19025974,51.9025974,AE_Normal,99,20,20,90,10,F,Optometria,22,CDMX,Soltero,No,Padres,menor,Publica,Escolarizada,menos4000,si,No,si,No,si,Regulares,No,10,10,10,10,10,7,6,10,10,10,10,8,8,8,9,8,9,9,8,8,10,9,10,7,8,7,5,5,1,1,9,5,10,8,10,10,10,9,9,10,7,10,10,10,10,8,10,8,9,10,10,10,9,7,8,4,8,8,8,7,7,7,7,4,5
-1.295132128,37.04867872,AE_Baja_COE,-2.475728155,25.24271845,AE_Baja_INFO,-1.785779817,32.14220183,AE_BAJA_TE,-2.004545455,29.95454545,AE_Baja,99,95,5,99,85,M,Optometria,25,CDMX,Soltero,No,Padres,medio,Publica,Escolarizada,10000a18000,si,No,si,No,si,Malas,No,3,8,3,7,7,5,5,7,8,8,8,8,5,7,7,8,5,7,5,7,7,7,5,5,6,7,5,10,5,5,4,5,3,5,6,8,6,6,8,6,5,5,4,8,5,5,7,5,3,5,4,5,5,3,5,5,4,4,4,5,3,4,5,3,5
-0.126842837,48.73157163,AE_Normal_COE,-0.498022294,45.01977706,AE_Norm_INFO,-0.04266055,49.5733945,AE_NORM_TE,-0.251298701,47.48701299,AE_Normal,99,80,5,85,85,F,Optometria,23,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,si,No,si,si,si,Regulares,No,2,10,9,10,10,10,10,10,10,10,10,10,10,2,10,8,5,10,0,10,10,10,10,10,7,8,5,5,6,10,10,5,7,5,5,10,10,10,5,10,5,5,5,10,5,0,10,5,8,10,0,5,5,0,10,10,10,10,5,10,10,10,10,8,8
-2.352155772,26.47844228,AE_Baja_COE,-2.547644732,24.52355268,AE_Baja_INFO,-2.840825688,21.59174312,AE_BAJA_TE,-2.822727273,21.77272727,AE_Baja,40,45,5,20,45,M,Optometria,24,Mexico,Soltero,No,Padres,menor,Publica,Escolarizada,4500a9000,si,No,si,No,No,Regulares,si,4,5,5,6,8,7,4,8,7,2,7,4,3,7,4,5,3,3,6,7,8,5,5,7,3,2,2,8,6,2,4,4,2,3,3,4,6,5,5,5,4,4,5,2,4,5,1,5,5,5,5,7,3,1,0,7,7,5,6,7,3,5,4,2,4
-0.850069541,41.49930459,AE_Normal_COE,-0.174397699,48.25602301,AE_Norm_INFO,-0.317889908,46.82110092,AE_NORM_TE,-0.55,44.5,AE_Normal,99,65,5,50,45,F,Optometria,37,CDMX,Casado,si,Pareja,menor,Publica,Escolarizada,4500a9000,si,No,No,si,si,Regulares,No,9,9,9,9,7,6,8,9,7,9,9,9,9,9,7,8,7,7,7,6,7,9,7,9,6,6,6,8,4,6,6,6,6,6,5,5,6,6,6,6,6,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,9,9
0.040055633,50.40055633,AE_Normal_COE,-1.828478964,31.71521036,AE_Baja_INFO,0.140825688,51.40825688,AE_NORM_TE,-0.601948052,43.98051948,AE_Normal,99,80,5,25,45,F,Optometria,22,CDMX,Soltero,No,Padres,Mayor,Publica,Escolarizada,4500a9000,No,No,si,si,si,Regulares,si,5,10,10,8,8,10,5,10,10,10,8,5,10,8,10,10,8,8,8,9,10,8,8,8,9,8,5,9,8,7,10,8,10,7,10,8,8,8,7,5,7,6,5,10,5,7,10,7,4,7,3,3,3,2,7,6,7,8,6,6,3,3,5,5,5
0.290403338,52.90403338,AE_Normal_COE,0.005393743,50.05393743,AE_Norm_INFO,0.370183486,53.70183486,AE_NORM_TE,0.242207792,52.42207792,AE_Normal,70,20,20,90,90,F,Optometria,29,CDMX,Casado,si,Pareja,menor,Publica,Escolarizada,4500a9000,si,si,si,No,si,Regulares,si,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,8,8,9,9,8,10,8,9,7,9,8,8,8,9,9,8,8,9,7,7,7,6,6,7,7,10,10,9,8,9,8,8,8,8,9,7,7,8,8,8,8,8,7,7,8,7,8
